label,text
1,i got bad case 3 00 guilts know lie bed awake replay things right because know nothing solves insomnia like nice warm glass regret depression self loath
1,i pretty sure sign depress
0,tryin 2 gt 100 folowrs 2 days help me out d day jay z palm pre tetr
0,welcome i stand dm email
0,what twitterlogy mean many people shout sing along listen voice your friend harry 2009
1,i remember falling depression last year person loved busy loving giving supposed mine someone else year ive learned let shit matter bitch nigga still gone appreciate end day
0,about arrive port juneau ak i go whale watching sea kayaking oh alaska i excited finally meet
1,i ugly knees depression thanks volleyball account
1,sis lot us starting come hiding the media others suppress mental disease anxiety black community right want talk anxiety depression lot times don worry hushing media use resources shed light
1,10 things parents normal kids should know many children suffer depression generalized anxiety disord
0,big write gm viable cough cough cough
0,at parents house dinner soon yum yum
1,depression choicedepression choicedepression choicedepression choicedepression choicedepression choicedepression choicedepression choicedepression choicedepression choic
1,thread vines cured depress
1,dear south african dance choreographers siyanicela may kindly develop release dance dvd us people arw dance beginners suffer depression anxiety siyabonga
0,love chapstick makes lips feel nice n softtt
1,farmers urged talk allay depression fear
0,looking break 900 followers today wants help would love get 1000 end week
0,awawwwwwwawawwww sooo cut
1,mom depression tied kids emotional intellectual develop
1,untreated depression cause workplace accidents injuri
0,i expect hear stories spectacular catches ultimate field today
1,i think i experiencing pre con depress
0,thank voting retweeting kiwisada hyves nl help mij van mijn tripdip af
0,a big welcome pjsgamm memphismomma
0,i currently dd dh free anxiously awaiting start how bout
0,always say bad ass can ski survive 2 left boot
1,jesus depression bad thoughts controlling everyday moment i escape pl
1,imagine coming parkbom nothing wrong wanted cure depress
0,idk haha get love thing heart shape haah xd
1,y bow wow keep dragging fact suicidal go back headass like directly like faking depression attention point lowkey
1,i sure i find someone depression reaches point lol
1,hi i mad scientist literally trying balance phd depression i pet ducks collect oddities like replica velociraptor skull named arthur spellcheck insists really velocipede wtf spellcheck
1,me bad day depression my boyfriend tried mood tho babe fuck off
1,depression worsen it hurts ignored kid
1,preach depression disease tr
1,thankful people life helping get depression i know i would without kind love support
1,excellent brain decided today depression day d
0,much time but figured id mess around photoshop see wat sahving removing body panel
1,whereas shows tv designed make feel guilty large regardless whether otherwise happy size wonders improve depression people right
1,reason i speak i speak anything else sisters love love strong depression lead harm love i giving reason maybe italy condemns lot even amanda clear
1,i made video talking battling depress
1,view hurricane ridge olympic national park the ridge reached 45 minutes port angeles gateway canada perfect setting movie focusing depression uninspiring solitud
1,dad rly sent depression cultur
0,anderson silva vs forrest griffin ufc 101 that hard one cheer awesome fight
0,gun roses sweet child o mine music video good morning back atcha thx props rbs rb
0,added new international wholesale client today it good day
1,depression the d depress
0,oky try get lunch thnx
1,there link cannabis psychosis ignor
1,having negative friends linked depression lowered self esteem insomnia
1,aaaah v good speaks truththe real reason asking help is hard when you have depress
1,that depression drinking vegas like 4 days joke i still feelin
1,connecting dna dots lead research inherited it book
1,im gon na 100 right love content love like replying others things interesting offense also people time like depression crap im always tired want go sleep school
1,sorts anxiety depression meeting hahaha
1,me dealing anxiety depression nd someone asks i alright
0,it funny guy india looks like us many people talk spanish understand
0,lovely pic everyone looks happi
1,new cross cultural analysis suggests g general intelligence human univers
0,hi guys follow twitter start sharing activities cool
1,kanye depression bipolar disorder eeh the psychiatrist tl
1,hate depress
1,dear troll i suffered depression man years medicated many times period a good friend prayed i turned god take depression god answered no depression med
1,if gop maintain control house senate upcoming 2018 election left move bargaining depression trump needs everything make happen getting jordan become next speak
1,not going lie i thought thing unfortunately think depression overpow
0,headed coast long bike ride today
1,i would like see novel technologically privileged society makes personal autonomy highest value leading cultural polarization fragmentation communities huge rise depression economic inequality oh wait
